Audit query,Category,Read V2 5B code,Read term,Extracted data,Use in analysis
6,Antibiotics,e35z,CICLACILLIN 250mg/5mL suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e36,MEZLOCILLIN,In the last four years,Code recorded in the last year
6,Antibiotics,e361,BAYPEN 500mg injection,In the last four years,Code recorded in the last year
6,Antibiotics,e362,BAYPEN 1g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e363,BAYPEN 2g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e364,BAYPEN 5g infusion,In the last four years,Code recorded in the last year
6,Antibiotics,e365,BAYPEN 5g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e36w,MEZLOCILLIN 500mg injection,In the last four years,Code recorded in the last year
6,Antibiotics,e36x,MEZLOCILLIN 1g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e36y,MEZLOCILLIN 2g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e36z,MEZLOCILLIN 5g infusion,In the last four years,Code recorded in the last year
6,Antibiotics,e37,PIPERACILLIN,In the last four years,Code recorded in the last year
6,Antibiotics,e371,PIPRIL 1g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e372,PIPRIL 2g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e373,PIPRIL 4g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e374,PIPRIL 4g infusion,In the last four years,Code recorded in the last year
6,Antibiotics,e375,TAZOCIN 2.25g injection (pdr for recon),In the last four years,Code recorded in the last year
6,Antibiotics,e376,TAZOCIN 4.5g infusion pack,In the last four years,Code recorded in the last year
6,Antibiotics,e377,TAZOCIN 4.5g injection (pdr for recon),In the last four years,Code recorded in the last year
6,Antibiotics,e37t,PIPERACILLIN + TAZOBACTAM 4.5g injection (pdr for recon),In the last four years,Code recorded in the last year
6,Antibiotics,e37u,PIPERACILLIN + TAZOBACTAM 4.5g infusion pack,In the last four years,Code recorded in the last year
6,Antibiotics,e37v,PIPERACILLIN + TAZOBACTAM 2.25g injection (pdr for recon),In the last four years,Code recorded in the last year
6,Antibiotics,e37w,PIPERACILLIN 1g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e37x,PIPERACILLIN 2g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e37y,PIPERACILLIN 4g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e37z,PIPERACILLIN 4g infusion,In the last four years,Code recorded in the last year
6,Antibiotics,e38,PIVAMPICILLIN,In the last four years,Code recorded in the last year
6,Antibiotics,e381,PONDOCILLIN 500mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e382,PONDOCILLIN 175mg/5mL suspension 50mL,In the last four years,Code recorded in the last year
6,Antibiotics,e383,PONDOCILLIN 175mg/5mL suspension 100mL,In the last four years,Code recorded in the last year
6,Antibiotics,e384,PONDOCILLIN 175mg/sachet granules,In the last four years,Code recorded in the last year
6,Antibiotics,e385,MIRAXID 225mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e386,MIRAXID-450 tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e387,MIRAXID paediatric sachet,In the last four years,Code recorded in the last year
6,Antibiotics,e388,PONDOCILLIN PLUS tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e389,PIVAMPICILLIN+PIVMECILLINAM 125mg/100mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e38A,PIVAMPICILLIN+PIVMECILLINAM 250mg/200mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e38u,PIVAMPICILLIN 175mg/5mL sugar free suspension 50mL,In the last four years,Code recorded in the last year
6,Antibiotics,e38v,PIVAMPICILLIN 175mg/5mL sugar free suspension 100mL,In the last four years,Code recorded in the last year
6,Antibiotics,e38w,PIVAMPICILLIN 175mg/sachet granules,In the last four years,Code recorded in the last year
6,Antibiotics,e38x,PIVAMPICILLIN 500mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e38y,PIVAMPICILLIN 162mg/5mL suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e38z,PIVAMPICILLIN 162mg sachet,In the last four years,Code recorded in the last year
6,Antibiotics,e39,TALAMPICILLIN HYDROCHLORIDE,In the last four years,Code recorded in the last year
6,Antibiotics,e391,TALPEN 250mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e392,TALPEN 125mg/5mL syrup,In the last four years,Code recorded in the last year
6,Antibiotics,e39y,TALAMPICILLIN 250mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e39z,TALAMPICILLIN 125mg/5mL syrup,In the last four years,Code recorded in the last year
6,Antibiotics,e3A,AMOXICILLIN [2],In the last four years,Code recorded in the last year
6,Antibiotics,e3A1,RESPILLIN 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3A2,RESPILLIN 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3A3,RESPILLIN 125mg/5mL oral suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3A4,RESPILLIN 250mg/5mL oral suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3A5,RESPILLIN 125mg/5mL sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3A6,RESPILLIN 250mg/5mL sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3A7,AMICLAV 250mg/125mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3A8,RANCLAV 375mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3A9,RANCLAV 625mg tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3AA,RANCLAV 125mg/31mg sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3AB,RANCLAV 250mg/62mg sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3z,AMOXICILLIN [GENERIC ADDITIONS],In the last four years,Code recorded in the last year
6,Antibiotics,e3z1,AMORAM 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3z2,AMORAM 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3z3,AMORAM 125mg/5mL suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3z4,AMORAM 250mg/5mL suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3z5,AMIX 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3z6,AMIX 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3z7,GALENAMOX 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3z8,GALENAMOX 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3z9,GALENAMOX 125mg/5mL suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zA,GALENAMOX TP 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zB,GALENAMOX TP 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zC,ZOXYCIL 250 capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zD,ZOXYCIL 500 capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zE,AMOXICILLIN 125mg/sachet sugar free powder,In the last four years,Code recorded in the last year
6,Antibiotics,e3zF,AMOXIDENT 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zG,AMOXIDENT 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3za,GALENAMOX 250mg/5mL suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zb,GALENAMOX 125mg/5mL sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zc,GALENAMOX 250mg/5mL sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zf,RIMOXALLIN 125mg/5mL syrup,In the last four years,Code recorded in the last year
6,Antibiotics,e3zg,RIMOXALLIN 250mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zh,RIMOXALLIN 500mg capsules,In the last four years,Code recorded in the last year
6,Antibiotics,e3zj,RIMOXALLIN 250mg/5mL syrup,In the last four years,Code recorded in the last year
6,Antibiotics,e3zk,AMOXICILLIN 125mg/5mL sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zl,AMOXYCILLIN 500mg dispersible tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3zm,AMOXICILLIN 125mg/5mL syrup,In the last four years,Code recorded in the last year
6,Antibiotics,e3zn,AMOXICILLIN 250mg/5mL syrup,In the last four years,Code recorded in the last year
6,Antibiotics,e3zo,AMOXICILLIN 125mg/1.25mL paediatric suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zp,AMOXYCILLIN powder 750mg/sachet,In the last four years,Code recorded in the last year
6,Antibiotics,e3zq,AMOXICILLIN powder 3g/sachet,In the last four years,Code recorded in the last year
6,Antibiotics,e3zr,AMOXICILLIN 250mg injection,In the last four years,Code recorded in the last year
6,Antibiotics,e3zs,AMOXICILLIN 500mg injection,In the last four years,Code recorded in the last year
6,Antibiotics,e3zt,AMOXICILLIN 1g injection,In the last four years,Code recorded in the last year
6,Antibiotics,e3zu,AMOXICILLIN 250mg/5mL sugar free suspension,In the last four years,Code recorded in the last year
6,Antibiotics,e3zv,AMOXYCILLIN 125mg s/f chewable tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3zw,AMOXYCILLIN 250mg s/f chewable tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3zx,AMOXYCILLIN 500mg s/f chewable tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3zy,AMOXYCILLIN 375mg s/f dispersible tablets,In the last four years,Code recorded in the last year
6,Antibiotics,e3zz,AMOXYCILLIN 750mg s/f dispersible tablets,In the last four years,Code recorded in the last year
6,LRTI,H060,Acute bronchitis,In the last four years,Code recorded in the last year
6,LRTI,H062,Acute lower respiratory tract infection,In the last four years,Code recorded in the last year
6,LRTI,H06z0,Chest infection NOS,In the last four years,Code recorded in the last year
6,LRTI,H06z1,Lower resp tract infection,In the last four years,Code recorded in the last year
6,LRTI,H06z2,Recurrent chest infection,In the last four years,Code recorded in the last year
6,LRTI,H3y0,Chronic obstruct pulmonary dis with acute lower resp infectn,In the last four years,Code recorded in the last year
6,LRTI,Hyu1,[X]Other acute lower respiratory infections,In the last four years,Code recorded in the last year
6,LRTI,Hyu10,[X]Acute bronchitis due to other specified organisms,In the last four years,Code recorded in the last year
6,LRTI,Hyu11,[X]Acute bronchiolitis due to other specified organisms,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6,PREDNISOLONE [ENDOCRINE],In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe61,PREDNISOLONE 1mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe62,PREDNISOLONE 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe64,DELTA-PHORICOL 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe65,DELTACORTRIL ENTERIC 2.5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe66,DELTACORTRIL ENTERIC 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe67,DELTALONE 1mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe68,DELTALONE 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe69,DELTASTAB 1mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6a,DELTASTAB 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6c,PRECORTISYL 1mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6d,PRECORTISYL 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6e,PRECORTISYL FORTE 25mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6f,PREDNESOL 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6g,SINTISONE 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6h,PREDNISOLONE 2.5mg e/c tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6i,PREDNISOLONE 5mg e/c tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6j,PREDNISOLONE 5mg soluble tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6k,PREDNISOLONE 50mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6l,DILACORT 5mg gastro-resistant tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6m,DILACORT 2.5mg gastro-resistant tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6v,PREDNISOLONE 2.5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6w,PREDNISOLONE 2.5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe6z,PREDNISOLONE 25mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe7,PREDNISONE,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe71,PREDNISONE 1mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe72,PREDNISONE 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe73,DECORTISYL 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe74,ECONOSONE 1mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe75,ECONOSONE 5mg tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe77,LODOTRA 2mg m/r tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe78,LODOTRA 5mg m/r tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe79,LODOTRA 1mg m/r tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe7x,PREDNISONE 5mg m/r tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe7y,PREDNISONE 2mg m/r tablets,In the last four years,Code recorded in the last year
6,Oral corticosteroids,fe7z,PREDNISONE 1mg m/r tablets,In the last four years,Code recorded in the last year
