Category,Medcode,Read code,Read V2 5B code,Read term
Diabetes,1323,F420.00,F420.,Diabetic retinopathy
Diabetes,7069,F420000,F4200,Background diabetic retinopathy
Diabetes,3286,F420100,F4201,Proliferative diabetic retinopathy
Diabetes,2986,F420200,F4202,Preproliferative diabetic retinopathy
Diabetes,10099,F420300,F4203,Advanced diabetic maculopathy
Diabetes,3837,F420400,F4204,Diabetic maculopathy
Diabetes,47584,F420500,F4205,Advanced diabetic retinal disease
Diabetes,10755,F420600,F4206,Non proliferative diabetic retinopathy
Diabetes,30477,F420700,F4207,High risk proliferative diabetic retinopathy
Diabetes,65463,F420800,F4208,High risk non proliferative diabetic retinopathy
Diabetes,11626,F420z00,F420z,Diabetic retinopathy NOS
Diabetes,17313,F440700,F4407,Diabetic iritis
Diabetes,10659,F464000,F4640,Diabetic cataract
Diabetes,34152,G73y000,G73y0,Diabetic peripheral angiopathy
Diabetes,2471,K01x100,K01x1,Nephrotic syndrome in diabetes mellitus
Diabetes,45499,K01x111,K01x1,Kimmelstiel - Wilson disease
Diabetes,50960,L180500,L1805,"Pre-existing diabetes mellitus, insulin-dependent"
Diabetes,50609,L180600,L1806,"Pre-existing diabetes mellitus, non-insulin-dependent"
Diabetes,55431,L180X00,L180X,"Pre-existing diabetes mellitus, unspecified"
Diabetes,7328,M037200,M0372,Cellulitis in diabetic foot
Diabetes,38076,M21yC00,M21yC,Insulin lipohypertrophy
Diabetes,43493,M21yC11,M21yC,Insulin site lipohypertrophy
Diabetes,24327,M271000,M2710,Ischaemic ulcer diabetic foot
Diabetes,11663,M271100,M2711,Neuropathic diabetic ulcer - foot
Diabetes,9881,M271200,M2712,Mixed diabetic ulcer - foot
Diabetes,18142,N030000,N0300,Diabetic cheiroarthropathy
Diabetes,57333,N030011,N0300,Diabetic cheiropathy
Diabetes,27891,N030100,N0301,Diabetic Charcot arthropathy
Diabetes,21472,Q441.00,Q441.,Neonatal diabetes mellitus
Diabetes,53634,R054200,R0542,[D]Gangrene of toe in diabetic
Diabetes,31053,R054300,R0543,[D]Widespread diabetic foot gangrene
Diabetes,68928,TJ23.00,TJ23.,Adverse reaction to insulins and antidiabetic agents
Diabetes,61210,TJ23z00,TJ23z,Adverse reaction to insulins and antidiabetic agents NOS
Diabetes,31529,U602300,U6023,[X]Insul/oral hypoglyc drugs caus adverse eff therapeut use
Diabetes,65684,U602311,U6023,[X] Adverse reaction to insulins and antidiabetic agents
Diabetes,63364,U602312,U6023,[X] Adverse reaction to insulins
Diabetes,102813,U602314,U6023,[X] Adverse reaction to chlorpropamide
Diabetes,31715,U602315,U6023,[X] Adverse reaction to glibenclamide
Diabetes,66689,U602316,U6023,[X] Adverse reaction to gliclazide
Diabetes,94067,U602317,U6023,[X] Adverse reaction to glipzide
Diabetes,71476,U602318,U6023,[X] Adverse reaction to gliquidone
Diabetes,62526,U60231A,U6023,[X] Adverse reaction to tolazamide
Diabetes,100032,U60231B,U6023,[X] Adverse reaction to tolbutamide
Diabetes,26485,U60231C,U6023,[X] Adverse reaction to metformin hydrochloride
Diabetes,100033,U60231E,U6023,[X] Adverse reaction to insulins and antidiabetic agents NOS
Diabetes,10642,ZC2C800,ZC2C8,Dietary advice for diabetes mellitus
Diabetes,69043,ZC2C900,ZC2C9,Dietary advice for type I diabetes
Diabetes,109878,ZC2C911,ZC2C9,Diet advice for insulin-dependent diabetes
Diabetes,25041,ZC2CA00,ZC2CA,Dietary advice for type II diabetes
Diabetes,32359,ZRbH.00,ZRbH.,Perceived control of insulin-dependent diabetes
Diabetes,70073,ZRq2.11,ZRq2.,SDMT - Symbol digit modalities test
Diabetes,17616,ZV65300,ZV653,[V]Dietary surveillance and counselling
Diabetes,48039,ZV65311,ZV653,[V]Dietary counselling in colitis
Diabetes,16881,ZV65312,ZV653,[V]Dietary counselling in diabetes mellitus
Diabetes,35918,ZV65313,ZV653,[V]Dietary counselling
Diabetes,45807,ZV65314,ZV653,[V]Dietary surveillance
Diabetes,25536,ZV65315,ZV653,[V]Dietary counselling in food intolerance
Diabetes,18596,ZV65316,ZV653,[V]Dietary counselling in gastritis
Diabetes,12569,ZV65317,ZV653,[V]Dietary surveillance in hypercholesterolaemia
Diabetes,31949,ZV65318,ZV653,[V]Dietary counselling in hypoglycaemia
Diabetes,17477,ZV65319,ZV653,[V]Dietary counselling in obesity
Diabetes resolved,28622,2126300,21263,Diabetes resolved
Diabetes resolved,18766,212H.00,212H.,Diabetes resolved
