Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
Pain medication,Diclofenac,20384,85672020,Flamatak MR 100mg tablets (Actavis UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,20395,85673020,Flamatak MR 75mg tablets (Actavis UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,26888,85826020,Difenor xl 100mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,20805,85934020,Dicloflex 75mg SR tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,17124,85935020,Dicloflex sr 100mg Tablet (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,10010100/10010450
Pain medication,Diclofenac,31383,86166020,Dexomon 75mg SR tablets (Hillcross Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,25361,86198020,Diclovol 25mg gastro-resistant tablets (Arun Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,15732,86199020,Diclovol 50mg gastro-resistant tablets (Arun Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,14084,86201020,Diclovol 75mg SR tablets (Arun Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,14085,86203020,Diclovol Retard 100mg tablets (Arun Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,6208,86622020,Voltarol 1.16% Emulgel P (GlaxoSmithKline Consumer Healthcare),Diclofenac diethylammonium,10010100/10030250
Pain medication,Diclofenac,40086,86647020,Acoflam 50mg gastro-resistant tablets (Mercury Pharma Group Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,55099,86649020,Acoflam 100mg Retard tablets (Mercury Pharma Group Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,9688,86796020,Diclovol 75mg SR tablets (Mylan),Diclofenac sodium,10010100
Pain medication,Diclofenac,27200,86798020,Diclovol Retard 100mg tablets (Mylan),Diclofenac sodium,10010100
Pain medication,Diclofenac,31787,87660020,Econac SR 75mg tablets (AMCo),Diclofenac sodium,10010100
Pain medication,Diclofenac,36486,87664020,Econac XL 100mg tablets (AMCo),Diclofenac sodium,10010100
Pain medication,Diclofenac,17030,88558020,Rhumalgan SR 75mg capsules (Sandoz Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,26631,88560020,Rhumalgan XL 100mg capsules (Sandoz Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,18151,88935020,Voltarol Pain-eze 1.16% Emulgel (GlaxoSmithKline Consumer Healthcare),Diclofenac diethylammonium,10010100/10030250
Pain medication,Diclofenac,14901,89756020,Diclofenac 1% transdermal patches,Diclofenac epolamine,10010100/10030100
Pain medication,Diclofenac,14884,89758020,Voltarol Gel Patch 1% medicated plasters (Novartis Consumer Health UK Ltd),Diclofenac epolamine,10010100/10030100
Pain medication,Diclofenac,35893,91115020,Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,29181,91117020,Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,39708,92142020,Diclofenac 4% cutaneous spray,Diclofenac sodium,10030100
Pain medication,Diclofenac,54660,92313020,Diclofenac sodium 50mg capsules,Diclofenac Sodium,10010100/10010450
Pain medication,Diclofenac,35711,92493020,Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,45213,92541020,Diclofenac 10mg dispersible tablets,Diclofenac sodium,10010100
Pain medication,Diclofenac,37688,92571020,Diclofenac sodium 1% gel,Diclofenac Sodium,10030250
Pain medication,Diclofenac,35882,93654020,Diclofenac 0.1% eye drops 0.3ml unit dose preservative free,Diclofenac sodium,11080200
Pain medication,Diclofenac,37763,94477020,Diclofenac 75mg/2ml solution for injection vials,Diclofenac sodium,10010100
Pain medication,Diclofenac,38881,95549020,Diclomax SR 75mg capsules (Galen Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,38992,95555020,Flamrase 75mg SR tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,38817,95565020,Diclofenac potassium 12.5mg tablets,Diclofenac potassium,10010100
Pain medication,Diclofenac,39722,95573020,Voltarol Pain-eze 12.5mg tablets (Novartis Consumer Health UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,39264,95833020,Dicloflex Retard 100mg tablets (Dexcel-Pharma Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,38948,95891020,Diclomax Retard 100mg capsules (Galen Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,39876,96546020,Mobigel 4% spray (Mercury Pharma Group Ltd),Diclofenac sodium,10030100
Pain medication,Diclofenac,40756,96608020,Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,39823,96610020,Dicloflex 50mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,42455,97700020,Dicloflex Retard 100mg tablets (Teva UK Ltd),Diclofenac sodium,10010100
Pain medication,Diclofenac,44112,98747020,Voltarol Joint Pain 12.5mg tablets (Novartis Consumer Health UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,45814,99265020,First Resort Double Action Pain Relief 12.5mg tablets (Actavis UK Ltd),Diclofenac potassium,10010100
Pain medication,Diclofenac,46844,99460020,Dicloflex 75mg SR tablets (Actavis UK Ltd),Diclofenac sodium,10010100
Pain medication,Etodolac,27001,!6197501,RAMODAR,,00000000
Pain medication,Etodolac,52714,08117020,Etodolac 600mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),Etodolac,10010100
Pain medication,Etodolac,4368,58036020,Lodine 200mg Capsule (Shire Pharmaceuticals Ltd),Etodolac,10010100
Pain medication,Etodolac,16194,58037020,Lodine 200mg Tablet (Shire Pharmaceuticals Ltd),Etodolac,10010100
Pain medication,Etodolac,8969,58038020,Lodine 300mg Capsule (Shire Pharmaceuticals Ltd),Etodolac,10010100
Pain medication,Etodolac,3311,60932020,Etodolac 200mg capsules,Etodolac,00000000
Pain medication,Etodolac,8451,60933020,Etodolac 200mg Tablet,Etodolac,10010100
Pain medication,Etodolac,10033,60934020,Etodolac 300mg capsules,Etodolac,10010100
Pain medication,Etodolac,20386,60937020,Ramodar 200mg Tablet (Wyeth Pharmaceuticals),Etodolac,10010100
Pain medication,Etodolac,71908,70658021,Etolyn 600mg modified-release tablets (Mylan),Etodolac,10010100
Pain medication,Etodolac,5266,75111020,Lodine sr 600mg Modified-release tablet (Shire Pharmaceuticals Ltd),Etodolac,10010100
Pain medication,Etodolac,5455,75114020,Etodolac 600mg modified-release tablets,Etodolac,10010100
Pain medication,Etodolac,24356,83390020,Eccoxolac 300mg capsules (Meda Pharmaceuticals Ltd),Etodolac,10010100
Pain medication,Etodolac,66323,86577020,Ebretin 300mg capsules (Ranbaxy (UK) Ltd),Etodolac,10010100
Pain medication,Etodolac,35653,91953020,Etopan XL 600mg tablets (Sun Pharmaceuticals UK Ltd),Etodolac,10010100
Pain medication,Etodolac,38770,95557020,Lodine SR 600mg tablets (Almirall Ltd),Etodolac,10010100
Pain medication,Ibuprofen,19538,!0838101,BRUFEN,,00000000
Pain medication,Ibuprofen,19537,!0838201,BRUFEN,,00000000
Pain medication,Ibuprofen,46638,00124021,Paracetamol 500mg / Ibuprofen 200mg tablets,Ibuprofen/Paracetamol,04070100
Pain medication,Ibuprofen,46904,00130021,Nuromol 200mg/500mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen/Paracetamol,04070100
Pain medication,Ibuprofen,345,03721007,IBUPROFEN S/R 300 MG CAP,,00000000
Pain medication,Ibuprofen,10519,04147007,CODEINE PHOS/IBUPROFEN SR (20MG/300MG) TAB,,00000000
Pain medication,Ibuprofen,215,04856007,IBUPROFEN 200 MG CAP,,00000000
Pain medication,Ibuprofen,315,05256007,BRUFEN SUP,,00000000
Pain medication,Ibuprofen,31483,05348007,APSIFEN-F 400 MG TAB,,00000000
Pain medication,Ibuprofen,29378,05589007,APSIFEN-F 200 MG TAB,,00000000
Pain medication,Ibuprofen,15649,06951007,SOLPAFLEX TAB,,00000000
Pain medication,Ibuprofen,59553,08133020,Ibuprofen 200mg tablets (Alliance Healthcare (Distribution) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,51614,08135020,Ibuprofen 200mg caplets (Lloyds Pharmacy Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,50266,08136020,Ibuprofen 200mg caplets (The Boots Company Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,68582,08138020,Ibuprofen 200mg tablets (DE Pharmaceuticals),Ibuprofen,10010100
Pain medication,Ibuprofen,65514,08139020,Ibuprofen 200mg tablets (Boston Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,49277,08143020,Ibuprofen 200mg caplets (Bristol Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,56213,08145020,Ibuprofen 400mg tablets sugar coated (Kent Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,57112,08146020,Ibuprofen 400mg tablets (Alliance Healthcare (Distribution) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,48644,08148020,Ibuprofen 400mg caplets (Lloyds Pharmacy Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,50628,08149020,Ibuprofen 400mg caplets (The Boots Company Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,66544,08152020,Ibuprofen 400mg tablets (DE Pharmaceuticals),Ibuprofen,10010100
Pain medication,Ibuprofen,55434,08154020,Ibuprofen 400mg tablets (Bristol Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,48546,08156020,Ibuprofen 400mg caplets (Bristol Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,59562,08162020,Ibuprofen 600mg tablets (Boston Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,58652,08163020,Ibuprofen 600mg tablets (Sigma Pharmaceuticals Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,55009,08167020,Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,50314,08169020,Brufen 600mg effervescent granules sachets (DE Pharmaceuticals),Ibuprofen,10010100
Pain medication,Ibuprofen,48326,08170020,Ibuprofen 100mg/5ml oral suspension sugar free,Ibuprofen,10010100
Pain medication,Ibuprofen,53331,08171020,Ibuprofen 100mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,51943,08172020,Orbifen For Children 100mg/5ml oral suspension (Orbis Consumer Products Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,50652,08173020,Junior Ibuprofen 100mg/5ml oral suspension (Numark Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,48738,08174020,Nurofen for Children 100mg/5ml oral suspension orange (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,51828,08175020,Ibuprofen 100mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,65121,08176020,Fenpaed 100mg/5ml oral suspension (Pinewood Healthcare),Ibuprofen,10010100
Pain medication,Ibuprofen,49432,08177020,Calprofen 100mg/5ml oral suspension (McNeil Products Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,49133,08180020,Nurofen for Children 100mg/5ml oral suspension strawberry (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,49266,08183020,Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,52617,08184020,Ibuprofen 100mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,71072,08185020,Ibuprofen 100mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,59203,08188020,Brufen 100mg/5ml syrup (Sigma Pharmaceuticals Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,63132,08522020,Ibuprofen 5% gel (Alliance Healthcare (Distribution) Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,50813,08524020,Ibuderm 5% gel (Dermal Laboratories Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,48675,08561020,Ibuprofen Pain Relief Maximum Strength 10% gel (Numark Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,58888,08562020,Ibuprofen 10% gel (Vantage),Ibuprofen,10030250
Pain medication,Ibuprofen,61260,08564020,Ibuprofen 10% gel (AMCo),Ibuprofen,10030250
Pain medication,Ibuprofen,53604,09766020,Ibuprofen 200mg capsules (Numark Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,53803,09767020,Ibuprofen 200mg capsules (Kent Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,52009,09769020,Ibuprofen 200mg capsules (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,48568,14108020,Boots Rapid Ibuprofen lysine 342mg tablets (The Boots Company Plc),Ibuprofen lysine,10010100
Pain medication,Ibuprofen,48562,14177020,Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free,Ibuprofen,10010100
Pain medication,Ibuprofen,51769,14178020,Nurofen for Children Singles 100mg/5ml oral suspension 5ml sachets orange (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,50363,14181020,Nurofen for Children Singles 100mg/5ml oral suspension 5ml sachets strawberry (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,71374,14183020,Galpharm Ibuprofen For Children 100mg/5ml oral suspension 5ml sachets (Galpharm International Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,56441,14184020,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,63079,14563021,Ibuprofen 400mg tablets (Waymade Healthcare Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,56039,14564021,Ibuprofen 600mg tablets (Waymade Healthcare Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,72853,14571021,Ibuprofen 5% gel (Waymade Healthcare Plc),Ibuprofen,10030250
Pain medication,Ibuprofen,63036,15908021,Ibuprofen 400mg capsules (AM Distributions (Yorkshire) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,59067,17816021,Ibuprofen 200mg capsules (AM Distributions (Yorkshire) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,59502,21430021,"Nurofen for Children Cold, Pain and Fever Strawberry Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen,10010100
Pain medication,Ibuprofen,60510,21431021,"Nurofen for Children Cold, Pain and Fever Orange Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen,10010100
Pain medication,Ibuprofen,72156,21548021,Nurofen Cold & Flu Relief 200mg/5mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Phenylephrine hydrochloride/Ibuprofen,03095000
Pain medication,Ibuprofen,66353,21549021,Nurofen Day & Night Cold & Flu 200mg/5mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Phenylephrine hydrochloride/Ibuprofen,03095000
Pain medication,Ibuprofen,52756,21765020,Nurofen Back Pain heat patches (Reckitt Benckiser Healthcare (UK) Ltd),,13130000
Pain medication,Ibuprofen,62238,26783021,Ibuprofen 200mg capsules (Colorama Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,61953,29732021,Ibuprofen 200mg caplets (Wockhardt UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,53397,38583020,Brufen 100mg/5ml syrup (Mawdsley-Brooks & Company Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,50117,39329020,Brufen 100mg/5ml syrup (Lexon (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,69935,40751021,Ibuprofen 5% / Levomenthol 3% gel (Colorama Pharmaceuticals Ltd),Levomenthol/Ibuprofen,10030250
Pain medication,Ibuprofen,71041,43872020,Ibuprofen 600mg tablets (Bristol Laboratories Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,61878,45498020,Nurofen Express Period Pain 200mg capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,54514,46754020,Ibuprofen lysine 400mg oral powder sachets,Ibuprofen lysine,10010100
Pain medication,Ibuprofen,55153,46755020,Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,10010100
Pain medication,Ibuprofen,65591,48064021,Ibuprofen 200mg tablets (Crescent Pharma Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,65025,48065021,Ibuprofen 400mg tablets (Crescent Pharma Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,1621,48493020,Brufen 200mg tablets (Abbott Laboratories Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,360,48494020,Brufen 100mg/5ml syrup (Mylan),Ibuprofen,10010100
Pain medication,Ibuprofen,66194,49091021,Care Ibuprofen for Children 100mg/5ml oral suspension (Thornton & Ross Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34911,49827020,Ibuprofen 200mg Tablet (Celltech Pharma Europe Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,45842,49828020,Ibuprofen 600mg Tablet (Celltech Pharma Europe Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34889,49829020,Ibuprofen 400mg Tablet (Celltech Pharma Europe Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,16001,49832020,Ibuprofen 200mg tablets (A A H Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,19046,49833020,Ibuprofen 400mg tablets (A A H Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,32100,49834020,Ibuprofen 600mg tablets (A A H Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,14385,50220020,Cuprofen 200mg Tablet (SSL International Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,11980,50221020,Cuprofen 400mg Tablet (SSL International Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,1392,50928020,Ibuprofen 800mg modified-release tablets,Ibuprofen,10010100
Pain medication,Ibuprofen,3599,50929020,Ibuprofen 600mg effervescent granules sachets,Ibuprofen,10010100
Pain medication,Ibuprofen,30243,50930020,Ibuprofen 200mg effervescent tablets,Ibuprofen,10010100
Pain medication,Ibuprofen,392,53037020,Ibuprofen 200mg modified-release capsules,Ibuprofen,10010100
Pain medication,Ibuprofen,34850,53364020,Ibuprofen 600mg tablets (Teva UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,27782,53365020,Ibuprofen 400mg tablets (Teva UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,28348,53366020,Ibuprofen 200mg tablets (Teva UK Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,68018,53630021,Ibuprofen 200mg tablets (Mawdsley-Brooks & Company Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,10785,53757020,Fenbid 300mg Spansules (Mercury Pharma Group Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34425,53852020,Ibuprofen 400mg Tablet (Family Health),Ibuprofen,10010100
Pain medication,Ibuprofen,34980,53948020,Ibuprofen 200mg tablets sugar coated (Actavis UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,27783,53949020,Ibuprofen 400mg tablets sugar coated (Actavis UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,41701,53950020,Ibuprofen 600mg tablets (Actavis UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,30382,53953020,Ibuprofen 200mg Tablet (C P Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,45216,53954020,Ibuprofen 400mg Tablet (C P Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,43911,53955020,Ibuprofen 600mg Tablet (C P Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,1739,53998020,Brufen 400mg tablets (Mylan),Ibuprofen,10010100
Pain medication,Ibuprofen,4216,54001020,Brufen 600mg tablets (Mylan),Ibuprofen,10010100
Pain medication,Ibuprofen,1708,54315020,Codafen Continus tablets (Napp Pharmaceuticals Ltd),Ibuprofen/Codeine phosphate,00000000
Pain medication,Ibuprofen,46942,55366020,Ibuprofen 600mg tablets (IVAX Pharmaceuticals UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,5767,55413020,Ibuprofen 10% gel,Ibuprofen,10030250
Pain medication,Ibuprofen,25800,55616020,Feverfen 100mg/5ml oral suspension (Wise Pharmaceuticals Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,34359,56114020,Ibuprofen 400mg tablets (Vantage),Ibuprofen,10010100
Pain medication,Ibuprofen,34354,56266020,Ibuprofen 200mg tablets (Vantage),Ibuprofen,10010100
Pain medication,Ibuprofen,16192,56328020,Motrin 200mg Tablet (Pharmacia Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,8401,56329020,Motrin 400mg tablets (Pfizer Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,17201,56330020,Motrin 600mg tablets (Pfizer Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,25794,56702020,Isisfen 400mg Tablet (Isis Products Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,20967,56765020,Phorpain 5% gel (AMCo),Ibuprofen,10030250
Pain medication,Ibuprofen,34447,57304020,Ibuprofen 200mg tablets (Thornton & Ross Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,33589,57305020,Ibuprofen 400mg tablets (Thornton & Ross Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,31482,57638020,Apsifen 200mg Tablet (Approved Prescription Services Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,27968,57639020,Apsifen 400mg Tablet (Approved Prescription Services Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,31469,57645020,Apsifen -f 600mg Tablet (Approved Prescription Services Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,41513,57811020,Ibuprofen 200mg tablets (IVAX Pharmaceuticals UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,34536,57812020,Ibuprofen 400mg tablets (IVAX Pharmaceuticals UK Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,32136,58455020,Ibular 200mg Tablet (Lagap),Ibuprofen,10010100
Pain medication,Ibuprofen,18364,58456020,Ibular 400mg Tablet (Lagap),Ibuprofen,10010100
Pain medication,Ibuprofen,416,59354020,Ibuprofen 200mg tablets,Ibuprofen,10010100
Pain medication,Ibuprofen,15,59355020,Ibuprofen 400mg tablets,Ibuprofen,10010100
Pain medication,Ibuprofen,1086,59356020,Ibuprofen 600mg tablets,Ibuprofen,10010100
Pain medication,Ibuprofen,29587,59451020,Ebufac 400mg Tablet (DDSA Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,21045,59456020,Ibumetin 400mg Tablet (Alfred Benzon (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,29704,59460020,Paxofen 200mg Tablet (M A Steinhard Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,45320,59470020,Ibuprofen 200mg tablets (Sandoz Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,32875,59471020,Ibuprofen 400mg tablets (Sandoz Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,34961,59472020,Ibuprofen 600mg tablets (Sandoz Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,11461,59563020,Ibuprofen 300mg modified-release / Codeine 20mg tablets,Ibuprofen/Codeine phosphate,00000000
Pain medication,Ibuprofen,4648,59577020,Ibuspray 5% spray (Dermal Laboratories Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,1270,59638020,Ibuleve 5% gel (Dendron Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,4762,59639020,Ibuleve Sports 5% gel (Dendron Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,9201,59640020,Ibuleve 5% spray (Dendron Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,21811,59661020,Lidifen 200mg Tablet (Berk Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,21813,59662020,Lidifen 400mg Tablet (Berk Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,21821,59663020,Lidifen f 600mg Tablet (Berk Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,34757,59877020,Ibuprofen 400mg Tablet (Unichem),Ibuprofen,10010100
Pain medication,Ibuprofen,34527,59965020,Ibuprofen 200mg tablets (Zentiva),Ibuprofen,00000000
Pain medication,Ibuprofen,32242,59966020,Ibuprofen 400mg tablets (Sterwin Medicines),Ibuprofen,00000000
Pain medication,Ibuprofen,29749,60159020,Ibuprofen 200mg tablets (Ranbaxy (UK) Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,46921,60160020,Ibuprofen 400mg tablets (Ranbaxy (UK) Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,69285,60686021,Boots Ibuprofen and Codeine 200mg/12.8mg tablets (The Boots Company Plc),Ibuprofen/Codeine phosphate,04070200/10010100
Pain medication,Ibuprofen,71584,60687021,Boots Ibuprofen 3 Months Plus 100mg/5ml oral suspension strawberry (The Boots Company Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,71779,60688021,Boots Ibuprofen Long Lasting 200mg capsules (The Boots Company Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,69271,60690021,Boots Ibuprofen 5% gel (The Boots Company Plc),Ibuprofen,10030250
Pain medication,Ibuprofen,66461,60691021,Boots Ibuprofen Max Strength 10% gel (The Boots Company Plc),Ibuprofen,10030250
Pain medication,Ibuprofen,70821,60943021,Nurofen Joint & Back Pain Relief 5% gel (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,70878,60950021,Nurofen Joint & Back Pain Relief 200mg capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,69018,61136021,Nurofen Joint & Back Pain Relief 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen sodium dihydrate,10010100
Pain medication,Ibuprofen,68220,61380021,Ibuprofen 200mg capsules (Ennogen Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,24086,61701020,Ibuprofen 5% gel (Thornton & Ross Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,71314,61804020,Ibuprofen 200mg tablets (Kent Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,67594,61805020,Ibuprofen 400mg tablets (Kent Pharmaceuticals Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,71968,62036021,Ibuprofen 400mg capsules (Ennogen Healthcare Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,40253,62183020,Ibuprofen 600mg Tablet (Sovereign Medical Ltd),Ibuprofen,10010100
Pain medication,Ibuprofen,42108,62385020,Ibuprofen 200mg tablets (OBG Pharmaceuticals Ltd),Ibuprofen,00000000
Pain medication,Ibuprofen,34729,62386020,Ibuprofen 400mg tablets (OBG Pharmaceuticals Ltd),Ibuprofen,00000000
