Category,BNF Chapter,Prodcode,dm+d code,Product Name,Drug Substance
Inhalers - SAMA,antimuscarinic bronchodilators,57557,,atrovent 20micrograms/dose inhaler cfc free (lexon (uk) ltd),ipratropium bromide
Inhalers - SAMA,antimuscarinic bronchodilators,60920,,atrovent 20micrograms/dose inhaler cfc free (sigma pharmaceuticals plc),ipratropium bromide
Inhalers - SAMA,unknown,2437,,oxitropium bromide 100micrograms/dose inhaler,oxitropium bromide
Inhalers - SAMA,unknown,3039,,oxivent 100micrograms/dose inhaler (boehringer ingelheim ltd),oxitropium bromide
Inhalers - SAMA,unknown,3850,,oxivent 100micrograms/dose autohaler (boehringer ingelheim ltd),oxitropium bromide
Inhalers - SAMA,unknown,9658,,oxitropium bromide 100micrograms/dose breath actuated inhaler,oxitropium bromide
Inhalers - SAMA,unknown,19805,,atrovent,
Inhalers - SAMA,unknown,20720,,atrovent forte,
Inhalers - SAMA,unknown,25020,,ipratropium bromide (forte),
Inhalers - LABA,compound bronchodilator preparations,62667,,ultibro breezhaler 85microgram/43microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),indacaterol maleate/glycopyrronium bromide
Inhalers - LABA,compound bronchodilator preparations,62739,,indacaterol 85micrograms/dose / glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device,indacaterol maleate/glycopyrronium bromide
Inhalers - LABA,selective beta 2 agonists,719,,salmeterol 50micrograms/dose dry powder inhaler,salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,910,,serevent diskhaler 50microgram inhalation powder (glaxo wellcome uk ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,1974,,oxis 12 turbohaler (astrazeneca uk ltd),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,1975,,oxis 6 turbohaler (astrazeneca uk ltd),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,2224,,serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,3297,,salmeterol 50micrograms disc,salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,6526,,formoterol 12microgram inhalation powder capsules with device,formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,7133,,formoterol 12micrograms/dose dry powder inhaler,formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,7268,,serevent 25micrograms/dose evohaler (glaxosmithkline uk ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,7270,,salmeterol 25micrograms/dose inhaler cfc free,salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,9711,,formoterol 6micrograms/dose dry powder inhaler,formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,10968,,foradil 12microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,14306,,formoterol 12micrograms/dose inhaler cfc free,formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,19799,,tulobuterol 2mg,tulobuterol
Inhalers - LABA,selective beta 2 agonists,22663,,respacal 2mg tablet (ucb pharma ltd),tulobuterol
Inhalers - LABA,selective beta 2 agonists,25784,,atimos modulite 12micrograms/dose inhaler (chiesi ltd),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,26829,,brelomax 2mg tablet (abbott laboratories ltd),tulobuterol
Inhalers - LABA,selective beta 2 agonists,35165,,serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,35503,,salmeterol 50microgram inhalation powder blisters,salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,35542,,salmeterol 50microgram inhalation powder blisters with device,salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,35725,,formoterol easyhaler 12micrograms/dose dry powder inhaler (orion pharma (uk) ltd),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,35825,,serevent 50microgram disks (glaxosmithkline uk ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,43738,,indacaterol 150microgram inhalation powder capsules with device,indacaterol maleate
Inhalers - LABA,selective beta 2 agonists,43893,,onbrez breezhaler 150microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),indacaterol maleate
Inhalers - LABA,selective beta 2 agonists,44064,,onbrez breezhaler 300microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd),indacaterol maleate
Inhalers - LABA,selective beta 2 agonists,45610,,indacaterol 300microgram inhalation powder capsules with device,indacaterol maleate
Inhalers - LABA,selective beta 2 agonists,47638,,neovent 25micrograms/dose inhaler cfc free (kent pharmaceuticals ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,50051,,serevent 25micrograms/dose evohaler (waymade healthcare plc),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,54742,,salmeterol 25micrograms/dose inhaler cfc free (a a h pharmaceuticals ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,56478,,serevent 50micrograms/dose accuhaler (de pharmaceuticals),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,56482,,oxis 12 turbohaler (waymade healthcare plc),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,57544,,serevent 50micrograms/dose accuhaler (waymade healthcare plc),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,57558,,oxis 6 turbohaler (lexon (uk) ltd),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,57694,,vertine 25micrograms/dose inhaler cfc free (teva uk ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,62662,,olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free,olodaterol hydrochloride
Inhalers - LABA,selective beta 2 agonists,65431,,striverdi respimat 2.5micrograms/dose solution for inhalation cartridge with device (boehringer ingelheim ltd),olodaterol hydrochloride
Inhalers - LABA,selective beta 2 agonists,66547,,oxis 12 turbohaler (de pharmaceuticals),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,67238,,foradil 12microgram inhalation powder capsules with device (sigma pharmaceuticals plc),formoterol fumarate dihydrate
Inhalers - LABA,selective beta 2 agonists,67800,,serevent 25micrograms/dose evohaler (lexon (uk) ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,67823,,salmeterol 50microgram diskhaler (dowelhurst ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,68260,,serevent 50micrograms/dose accuhaler (mawdsley-brooks & company ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,68483,,soltel 25micrograms/dose inhaler cfc free (kent pharmaceuticals ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,71394,,serevent 50microgram disks with diskhaler (dowelhurst ltd),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,71597,,serevent 25micrograms/dose evohaler (sigma pharmaceuticals plc),salmeterol xinafoate
Inhalers - LABA,selective beta 2 agonists,72949,,serevent 25micrograms/dose evohaler (de pharmaceuticals),salmeterol xinafoate
Inhalers - LABA,unknown,465,,salmeterol 25micrograms/dose inhaler,salmeterol xinafoate
Inhalers - LABA,unknown,549,,serevent 25micrograms/dose inhaler (glaxosmithkline uk ltd),salmeterol xinafoate
Inhalers - LABA_ICS,antimuscarinic bronchodilators/compound bronchodilator preparations/corticosteroids (for respiratory conditions),71763,,trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd),vilanterol trifenatate/umeclidinium bromide/fluticasone furoate
Inhalers - LABA_ICS,antimuscarinic bronchodilators/compound bronchodilator preparations/corticosteroids (for respiratory conditions),72310,,generic trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler,vilanterol trifenatate/umeclidinium bromide/fluticasone furoate
Inhalers - LABA_ICS,compound bronchodilator preparations/corticosteroids (for respiratory conditions),59327,,relvar ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd),fluticasone furoate/vilanterol
Inhalers - LABA_ICS,compound bronchodilator preparations/corticosteroids (for respiratory conditions),59439,,fluticasone furoate 92micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler,fluticasone furoate/vilanterol
Inhalers - LABA_ICS,compound bronchodilator preparations/corticosteroids (for respiratory conditions),59573,,relvar ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd),fluticasone furoate/vilanterol
Inhalers - LABA_ICS,compound bronchodilator preparations/corticosteroids (for respiratory conditions),59899,,fluticasone furoate 184micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler,fluticasone furoate/vilanterol
Inhalers - LABA_ICS,selective beta 2 agonists/antimuscarinic bronchodilators/corticosteroids (for respiratory conditions),70711,,trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (chiesi ltd),formoterol fumarate dihydrate/glycopyrronium bromide/beclometasone dipropionate
Inhalers - LABA_ICS,selective beta 2 agonists/antimuscarinic bronchodilators/corticosteroids (for respiratory conditions),71260,,generic trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler,formoterol fumarate dihydrate/glycopyrronium bromide/beclometasone dipropionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),638,,seretide 250 accuhaler (glaxosmithkline uk ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),665,,seretide 100 accuhaler (glaxosmithkline uk ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),3666,,seretide 500 accuhaler (glaxosmithkline uk ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),5143,,seretide 50 evohaler (glaxosmithkline uk ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),5161,,seretide 125 evohaler (glaxosmithkline uk ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),5172,,seretide 250 evohaler (glaxosmithkline uk ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),5558,,salmeterol 50micrograms with fluticasone 500micrograms cfc free inhaler,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),5864,,salmeterol 25micrograms with fluticasone 250micrograms cfc free inhaler,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),5942,,salmeterol 50micrograms with fluticasone 250micrograms cfc free inhaler,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6325,,symbicort 200/6 turbohaler (astrazeneca uk ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6569,,salmeterol 25micrograms with fluticasone 125micrograms cfc free inhaler,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6616,,salmeterol 25micrograms with fluticasone 50micrograms cfc free inhaler,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6746,,budesonide 400micrograms/dose / formoterol 12micrograms/dose dry powder inhaler,budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6780,,symbicort 400/12 turbohaler (astrazeneca uk ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6796,,budesonide 200micrograms/dose / formoterol 6micrograms/dose dry powder inhaler,budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),6938,,salmeterol 50micrograms with fluticasone 100micrograms dry powder inhaler,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),7013,,symbicort 100/6 turbohaler (astrazeneca uk ltd),formoterol fumarate dihydrate/budesonide
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),10218,,budesonide 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler,formoterol fumarate dihydrate/budesonide
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),11410,,fluticasone propionate 500micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler,fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),11588,,fluticasone 125micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free,fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),11618,,fluticasone 250micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),12994,,fluticasone 50micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free,salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),13040,,fluticasone propionate 250micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler,fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),13273,,fluticasone propionate 100micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler,fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),37432,,fostair 100micrograms/dose / 6micrograms/dose inhaler (chiesi ltd),beclometasone dipropionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),37470,,beclometasone 100micrograms/dose / formoterol 6micrograms/dose inhaler cfc free,beclometasone dipropionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),48666,,flutiform 250micrograms/dose / 10micrograms/dose inhaler (napp pharmaceuticals ltd),formoterol fumarate dihydrate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),48739,,seretide 250 evohaler (de pharmaceuticals),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),49000,,seretide 250 evohaler (waymade healthcare plc),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),49114,,symbicort 100/6 turbohaler (sigma pharmaceuticals plc),formoterol fumarate dihydrate/budesonide
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),49868,,fluticasone 250micrograms/dose / formoterol 10micrograms/dose inhaler cfc free,formoterol fumarate dihydrate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),50036,,flutiform 125micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd),fluticasone propionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),50560,,seretide 250 accuhaler (sigma pharmaceuticals plc),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),50689,,flutiform 50micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd),formoterol fumarate dihydrate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),50739,,symbicort 400/12 turbohaler (mawdsley-brooks & company ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),50886,,seretide 250 evohaler (stephar (u.k.) ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),50945,,symbicort 100/6 turbohaler (mawdsley-brooks & company ltd),formoterol fumarate dihydrate/budesonide
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51027,,seretide 125 evohaler (de pharmaceuticals),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51151,,seretide 125 evohaler (lexon (uk) ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51209,,fluticasone 125micrograms/dose / formoterol 5micrograms/dose inhaler cfc free,fluticasone propionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51270,,fluticasone 50micrograms/dose / formoterol 5micrograms/dose inhaler cfc free,formoterol fumarate dihydrate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51394,,seretide 500 accuhaler (waymade healthcare plc),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51570,,symbicort 200/6 turbohaler (de pharmaceuticals),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51593,,seretide 500 accuhaler (de pharmaceuticals),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51759,,symbicort 200/6 turbohaler (mawdsley-brooks & company ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51861,,seretide 500 accuhaler (mawdsley-brooks & company ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),51909,,seretide 250 evohaler (necessity supplies ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),53230,,seretide 250 accuhaler (de pharmaceuticals),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),53237,,symbicort 400/12 turbohaler (de pharmaceuticals),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),53283,,seretide 100 accuhaler (waymade healthcare plc),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),53491,,symbicort 200/6 turbohaler (sigma pharmaceuticals plc),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),55677,,seretide 500 accuhaler (lexon (uk) ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),61280,,seretide 250 accuhaler (waymade healthcare plc),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),61644,,fostair nexthaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd),beclometasone dipropionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),61666,,duoresp spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (teva uk ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),61782,,duoresp spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (teva uk ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),62030,,beclometasone 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler,beclometasone dipropionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),62126,,seretide 100 accuhaler (de pharmaceuticals),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),63252,,seretide 250 evohaler (lexon (uk) ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),63945,,seretide 250 accuhaler (lexon (uk) ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),64372,,sirdupla 25micrograms/dose / 125micrograms/dose inhaler (mylan),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),64373,,sirdupla 25micrograms/dose / 250micrograms/dose inhaler (mylan),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),64638,,flutiform 125micrograms/dose / 5micrograms/dose inhaler (waymade healthcare plc),fluticasone propionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),65117,,seretide 125 evohaler (mawdsley-brooks & company ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),65596,,fostair 200micrograms/dose / 6micrograms/dose inhaler (chiesi ltd),formoterol fumarate dihydrate/beclometasone dipropionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),65658,,fostair nexthaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd),beclometasone dipropionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),65677,,airflusal forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (sandoz ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),65758,,beclometasone 200micrograms/dose / formoterol 6micrograms/dose inhaler cfc free,formoterol fumarate dihydrate/beclometasone dipropionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),65894,,beclometasone 200micrograms/dose / formoterol 6micrograms/dose dry powder inhaler,beclometasone dipropionate/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),66448,,flutiform 250micrograms/dose / 10micrograms/dose inhaler (waymade healthcare plc),formoterol fumarate dihydrate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),66453,,sirdupla 25micrograms/dose / 250micrograms/dose inhaler (waymade healthcare plc),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),67055,,fluticasone 250micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free (a a h pharmaceuticals ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),67101,,fluticasone propionate 500micrograms/dose / salmeterol 50micrograms/dose dry powder inhaler (a a h pharmaceuticals ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),67677,,symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (astrazeneca uk ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),67958,,budesonide 200micrograms/dose / formoterol 6micrograms/dose inhaler cfc free,budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),68034,,symbicort 200/6 turbohaler (necessity supplies ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),68175,,flutiform 50micrograms/dose / 5micrograms/dose inhaler (waymade healthcare plc),formoterol fumarate dihydrate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),68453,,seretide 125 evohaler (waymade healthcare plc),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),68495,,seretide 500 accuhaler (necessity supplies ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),68983,,aerivio spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (teva uk ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),69436,,sereflo 25micrograms/dose / 125micrograms/dose inhaler (kent pharmaceuticals ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),69538,,sereflo 25micrograms/dose / 250micrograms/dose inhaler (kent pharmaceuticals ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),69827,,airflusal 25micrograms/dose / 250micrograms/dose inhaler (sandoz ltd),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),70250,,airflusal 25micrograms/dose / 125micrograms/dose inhaler (sandoz ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),71284,,fobumix easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (orion pharma (uk) ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),71354,,symbicort 400/12 turbohaler (necessity supplies ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),71371,,symbicort 100/6 turbohaler (waymade healthcare plc),formoterol fumarate dihydrate/budesonide
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),71409,,seretide 50 evohaler (waymade healthcare plc),salmeterol xinafoate/fluticasone propionate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),71915,,fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd),budesonide/formoterol fumarate dihydrate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),72400,,fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd),formoterol fumarate dihydrate/budesonide
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),72564,,aloflute 25micrograms/dose / 125micrograms/dose inhaler (mylan),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),73527,,aloflute 25micrograms/dose / 250micrograms/dose inhaler (mylan),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_ICS,selective beta 2 agonists/corticosteroids (for respiratory conditions),73849,,fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (orion pharma (uk) ltd),fluticasone propionate/salmeterol xinafoate
Inhalers - LABA_LAMA,compound bronchodilator preparations,61176,,anoro ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd),vilanterol trifenatate/umeclidinium bromide
